link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,link_type_code,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_plf1,QVDF_alpha1,QVDF_beta1,QVDF_cd1,QVDF_n1,QVDF_s1,geometry
509,509,0,344,345,-1,-1,9,cycleway,cycleway,1.000000,0.056920,60.000000,51.000000,0.056920,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9330857 33.4313634, -111.9329822 33.4313016, -111.9328931 33.4312368, -111.9328122 33.4311885, -111.9327226 33.4311640, -111.9326417 33.4311558, -111.9325495 33.4311571)",
510,510,0,345,346,-1,-1,9,cycleway,cycleway,1.000000,0.023370,60.000000,51.000000,0.023370,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9325495 33.4311571, -111.9324833 33.4311580, -111.9323036 33.4311205)",
511,511,0,346,347,-1,-1,9,cycleway,cycleway,1.000000,0.048630,60.000000,51.000000,0.048630,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9323036 33.4311205, -111.9322773 33.4311150, -111.9320456 33.4310004, -111.9318680 33.4308819)",
512,512,0,347,348,-1,-1,9,cycleway,cycleway,1.000000,0.145220,60.000000,51.000000,0.145220,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9318680 33.4308819, -111.9316409 33.4307304, -111.9314984 33.4306697, -111.9313990 33.4306364, -111.9313023 33.4306019, -111.9311009 33.4305509, -111.9309370 33.4305267, -111.9307839 33.4305205, -111.9304140 33.4305205)",
513,513,0,348,349,-1,-1,9,cycleway,cycleway,1.000000,0.024920,60.000000,51.000000,0.024920,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9304140 33.4305205, -111.9302946 33.4305205, -111.9301511 33.4304878)",
514,514,0,349,350,-1,-1,9,cycleway,cycleway,1.000000,0.160340,60.000000,51.000000,0.160340,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9301511 33.4304878, -111.9300114 33.4304560, -111.9298615 33.4303868, -111.9297243 33.4303070, -111.9296101 33.4302757, -111.9294830 33.4302722, -111.9293339 33.4302784, -111.9292372 33.4302687, -111.9291711 33.4302393, -111.9290501 33.4301981, -111.9289503 33.4301996, -111.9288555 33.4302181, -111.9287684 33.4302399, -111.9286711 33.4302403, -111.9285918 33.4302324, -111.9285176 33.4302139)",
515,515,0,350,229,-1,-1,9,cycleway,cycleway,1.000000,0.063820,60.000000,51.000000,0.063820,800.000000,bike,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9285176 33.4302139, -111.9284651 33.4301942, -111.9283835 33.4301494, -111.9282074 33.4300557, -111.9281219 33.4300354, -111.9280045 33.4300206, -111.9278896 33.4300293)",
516,516,0,351,352,-1,-1,8,service,service,1.000000,0.005010,60.000000,51.000000,0.005010,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9364267 33.4257945, -111.9364791 33.4257839)",
517,517,0,352,351,-1,-1,8,service,service,1.000000,0.005010,60.000000,51.000000,0.005010,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9364791 33.4257839, -111.9364267 33.4257945)",
518,518,0,352,353,-1,-1,8,service,service,1.000000,0.028810,60.000000,51.000000,0.028810,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9364791 33.4257839, -111.9365313 33.4257726, -111.9365645 33.4257621, -111.9365957 33.4257475, -111.9366225 33.4257286, -111.9366398 33.4257104, -111.9366524 33.4256920, -111.9366629 33.4256696, -111.9366684 33.4256440, -111.9366708 33.4256131)",
519,519,0,353,352,-1,-1,8,service,service,1.000000,0.028810,60.000000,51.000000,0.028810,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366708 33.4256131, -111.9366684 33.4256440, -111.9366629 33.4256696, -111.9366524 33.4256920, -111.9366398 33.4257104, -111.9366225 33.4257286, -111.9365957 33.4257475, -111.9365645 33.4257621, -111.9365313 33.4257726, -111.9364791 33.4257839)",
520,520,0,353,53,-1,-1,8,service,service,1.000000,0.011320,60.000000,51.000000,0.011320,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366708 33.4256131, -111.9366724 33.4255110)",
521,521,0,53,353,-1,-1,8,service,service,1.000000,0.011320,60.000000,51.000000,0.011320,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366724 33.4255110, -111.9366708 33.4256131)",
522,522,0,354,355,-1,-1,8,service,service,1.000000,0.006350,60.000000,51.000000,0.006350,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372270 33.4159675, -111.9372678 33.4159465, -111.9372838 33.4159358)",
523,523,0,355,354,-1,-1,8,service,service,1.000000,0.006350,60.000000,51.000000,0.006350,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372838 33.4159358, -111.9372678 33.4159465, -111.9372270 33.4159675)",
524,524,0,355,316,-1,-1,8,service,service,1.000000,0.002060,60.000000,51.000000,0.002060,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372838 33.4159358, -111.9372934 33.4159191)",
525,525,0,316,355,-1,-1,8,service,service,1.000000,0.002060,60.000000,51.000000,0.002060,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372934 33.4159191, -111.9372838 33.4159358)",
526,526,0,316,275,-1,-1,8,service,service,1.000000,0.085520,60.000000,51.000000,0.085520,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372934 33.4159191, -111.9373501 33.4158298, -111.9374581 33.4157130, -111.9376249 33.4156011, -111.9377911 33.4155288, -111.9378173 33.4154789, -111.9377593 33.4153565)",
527,527,0,275,316,-1,-1,8,service,service,1.000000,0.085520,60.000000,51.000000,0.085520,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9377593 33.4153565, -111.9378173 33.4154789, -111.9377911 33.4155288, -111.9376249 33.4156011, -111.9374581 33.4157130, -111.9373501 33.4158298, -111.9372934 33.4159191)",
528,528,0,275,325,-1,-1,8,service,service,1.000000,0.012430,60.000000,51.000000,0.012430,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9377593 33.4153565, -111.9376803 33.4152660)",
529,529,0,325,275,-1,-1,8,service,service,1.000000,0.012430,60.000000,51.000000,0.012430,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9376803 33.4152660, -111.9377593 33.4153565)",
530,530,0,325,269,-1,-1,8,service,service,1.000000,0.012170,60.000000,51.000000,0.012170,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9376803 33.4152660, -111.9375610 33.4152208)",
531,531,0,269,325,-1,-1,8,service,service,1.000000,0.012170,60.000000,51.000000,0.012170,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9375610 33.4152208, -111.9376803 33.4152660)",
532,532,0,269,272,-1,-1,8,service,service,1.000000,0.029240,60.000000,51.000000,0.029240,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9375610 33.4152208, -111.9374107 33.4151706, -111.9372598 33.4151507)",
533,533,0,272,269,-1,-1,8,service,service,1.000000,0.029240,60.000000,51.000000,0.029240,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372598 33.4151507, -111.9374107 33.4151706, -111.9375610 33.4152208)",
534,534,0,272,356,-1,-1,8,service,service,1.000000,0.035860,60.000000,51.000000,0.035860,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372598 33.4151507, -111.9370916 33.4151169, -111.9368795 33.4151034)",
535,535,0,356,272,-1,-1,8,service,service,1.000000,0.035860,60.000000,51.000000,0.035860,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368795 33.4151034, -111.9370916 33.4151169, -111.9372598 33.4151507)",
536,536,0,356,271,-1,-1,8,service,service,1.000000,0.038120,60.000000,51.000000,0.038120,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368795 33.4151034, -111.9368794 33.4154472)",
537,537,0,271,356,-1,-1,8,service,service,1.000000,0.038120,60.000000,51.000000,0.038120,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368794 33.4154472, -111.9368795 33.4151034)",
538,538,0,271,270,-1,-1,8,service,service,1.000000,0.029330,60.000000,51.000000,0.029330,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368794 33.4154472, -111.9368893 33.4157116)",
539,539,0,270,271,-1,-1,8,service,service,1.000000,0.029330,60.000000,51.000000,0.029330,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368893 33.4157116, -111.9368794 33.4154472)",
540,540,0,270,273,-1,-1,8,service,service,1.000000,0.040740,60.000000,51.000000,0.040740,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9368893 33.4157116, -111.9368778 33.4159193, -111.9368995 33.4159604, -111.9369446 33.4159840, -111.9370262 33.4159988)",
541,541,0,273,270,-1,-1,8,service,service,1.000000,0.040740,60.000000,51.000000,0.040740,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9370262 33.4159988, -111.9369446 33.4159840, -111.9368995 33.4159604, -111.9368778 33.4159193, -111.9368893 33.4157116)",
542,542,0,273,354,-1,-1,8,service,service,1.000000,0.019030,60.000000,51.000000,0.019030,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9370262 33.4159988, -111.9370597 33.4159976, -111.9372270 33.4159675)",
543,543,0,354,273,-1,-1,8,service,service,1.000000,0.019030,60.000000,51.000000,0.019030,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9372270 33.4159675, -111.9370597 33.4159976, -111.9370262 33.4159988)",
544,544,0,187,357,-1,-1,6,residential,residential,1.000000,0.015550,60.000000,51.000000,0.015550,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9399110 33.4147844, -111.9400782 33.4147851)",
545,545,0,357,358,-1,-1,6,residential,residential,1.000000,0.020620,60.000000,51.000000,0.020620,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9400782 33.4147851, -111.9403000 33.4147855)",
546,546,0,359,360,-1,-1,8,service,service,1.000000,0.137600,60.000000,51.000000,0.137600,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9279630 33.4175823, -111.9285907 33.4175769, -111.9286208 33.4175539, -111.9286208 33.4174367, -111.9285872 33.4174121, -111.9284174 33.4174125, -111.9279600 33.4174137)",
547,547,0,360,359,-1,-1,8,service,service,1.000000,0.137600,60.000000,51.000000,0.137600,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9279600 33.4174137, -111.9284174 33.4174125, -111.9285872 33.4174121, -111.9286208 33.4174367, -111.9286208 33.4175539, -111.9285907 33.4175769, -111.9279630 33.4175823)",
548,548,0,361,362,-1,-1,10,footway,footway,1.000000,0.078370,60.000000,51.000000,0.078370,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9279841 33.4187030, -111.9280110 33.4194095)",
549,549,0,362,363,-1,-1,10,footway,footway,1.000000,0.043550,60.000000,51.000000,0.043550,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9280110 33.4194095, -111.9280171 33.4198023)",
550,550,0,363,364,-1,-1,10,footway,footway,1.000000,0.030670,60.000000,51.000000,0.030670,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9280171 33.4198023, -111.9280206 33.4200789)",
551,551,0,364,365,-1,-1,10,footway,footway,1.000000,0.004550,60.000000,51.000000,0.004550,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9280206 33.4200789, -111.9280211 33.4201199)",
552,552,0,365,366,-1,-1,10,footway,footway,1.000000,0.005440,60.000000,51.000000,0.005440,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9280211 33.4201199, -111.9280210 33.4201690)",
553,553,0,367,365,-1,-1,10,footway,footway,1.000000,0.073610,60.000000,51.000000,0.073610,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9288069 33.4201887, -111.9284189 33.4201330, -111.9280211 33.4201199)",
554,554,0,53,368,-1,-1,6,residential,residential,1.000000,0.012420,60.000000,51.000000,0.012420,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366724 33.4255110, -111.9366710 33.4253990)",
555,555,0,368,53,-1,-1,6,residential,residential,1.000000,0.012420,60.000000,51.000000,0.012420,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366710 33.4253990, -111.9366724 33.4255110)",
556,556,0,368,369,-1,-1,6,residential,residential,1.000000,0.061100,60.000000,51.000000,0.061100,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366710 33.4253990, -111.9366717 33.4253795, -111.9366697 33.4248479)",
557,557,0,369,368,-1,-1,6,residential,residential,1.000000,0.061100,60.000000,51.000000,0.061100,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366697 33.4248479, -111.9366717 33.4253795, -111.9366710 33.4253990)",
558,558,0,369,370,-1,-1,6,residential,residential,1.000000,0.041400,60.000000,51.000000,0.041400,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366697 33.4248479, -111.9366683 33.4244745)",
559,559,0,370,369,-1,-1,6,residential,residential,1.000000,0.041400,60.000000,51.000000,0.041400,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366683 33.4244745, -111.9366697 33.4248479)",
560,560,0,370,12,-1,-1,6,residential,residential,1.000000,0.012800,60.000000,51.000000,0.012800,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366683 33.4244745, -111.9366660 33.4243591)",
561,561,0,12,370,-1,-1,6,residential,residential,1.000000,0.012800,60.000000,51.000000,0.012800,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366660 33.4243591, -111.9366683 33.4244745)",
562,562,0,12,371,-1,-1,6,residential,residential,1.000000,0.013150,60.000000,51.000000,0.013150,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366660 33.4243591, -111.9366648 33.4242405)",
563,563,0,371,12,-1,-1,6,residential,residential,1.000000,0.013150,60.000000,51.000000,0.013150,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366648 33.4242405, -111.9366660 33.4243591)",
564,564,0,371,372,-1,-1,6,residential,residential,1.000000,0.050230,60.000000,51.000000,0.050230,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366648 33.4242405, -111.9366637 33.4237874)",
565,565,0,372,371,-1,-1,6,residential,residential,1.000000,0.050230,60.000000,51.000000,0.050230,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366637 33.4237874, -111.9366648 33.4242405)",
566,566,0,372,373,-1,-1,6,residential,residential,1.000000,0.051610,60.000000,51.000000,0.051610,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366637 33.4237874, -111.9366640 33.4233219)",
567,567,0,373,372,-1,-1,6,residential,residential,1.000000,0.051610,60.000000,51.000000,0.051610,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366640 33.4233219, -111.9366637 33.4237874)",
568,568,0,373,140,-1,-1,6,residential,residential,1.000000,0.012980,60.000000,51.000000,0.012980,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366640 33.4233219, -111.9366654 33.4232048)",
569,569,0,140,373,-1,-1,6,residential,residential,1.000000,0.012980,60.000000,51.000000,0.012980,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366654 33.4232048, -111.9366640 33.4233219)",
570,570,0,140,374,-1,-1,6,residential,residential,1.000000,0.012890,60.000000,51.000000,0.012890,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366654 33.4232048, -111.9366650 33.4230885)",
571,571,0,374,140,-1,-1,6,residential,residential,1.000000,0.012890,60.000000,51.000000,0.012890,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366650 33.4230885, -111.9366654 33.4232048)",
572,572,0,374,375,-1,-1,6,residential,residential,1.000000,0.054240,60.000000,51.000000,0.054240,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366650 33.4230885, -111.9366642 33.4225993)",
573,573,0,375,374,-1,-1,6,residential,residential,1.000000,0.054240,60.000000,51.000000,0.054240,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366642 33.4225993, -111.9366650 33.4230885)",
574,574,0,375,376,-1,-1,6,residential,residential,1.000000,0.015800,60.000000,51.000000,0.015800,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366642 33.4225993, -111.9366668 33.4224568)",
575,575,0,376,375,-1,-1,6,residential,residential,1.000000,0.015800,60.000000,51.000000,0.015800,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366668 33.4224568, -111.9366642 33.4225993)",
576,576,0,376,377,-1,-1,6,residential,residential,1.000000,0.010350,60.000000,51.000000,0.010350,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366668 33.4224568, -111.9366651 33.4223635)",
577,577,0,377,376,-1,-1,6,residential,residential,1.000000,0.010350,60.000000,51.000000,0.010350,1000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366651 33.4223635, -111.9366668 33.4224568)",
578,578,0,378,379,-1,-1,8,service,service,1.000000,0.009640,60.000000,51.000000,0.009640,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366767 33.4212896, -111.9366998 33.4212795, -111.9367176 33.4212637, -111.9367282 33.4212439, -111.9367305 33.4212223)",
579,579,0,379,380,-1,-1,8,service,service,1.000000,0.008520,60.000000,51.000000,0.008520,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9367305 33.4212223, -111.9367253 33.4212036, -111.9367138 33.4211870, -111.9366971 33.4211739, -111.9366765 33.4211654)",
580,580,0,380,381,-1,-1,8,service,service,1.000000,0.006640,60.000000,51.000000,0.006640,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366765 33.4211654, -111.9366529 33.4211623, -111.9366294 33.4211653, -111.9366080 33.4211740)",
581,581,0,381,382,-1,-1,8,service,service,1.000000,0.007640,60.000000,51.000000,0.007640,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366080 33.4211740, -111.9365928 33.4211856, -111.9365817 33.4212001, -111.9365756 33.4212166, -111.9365748 33.4212338)",
582,582,0,382,383,-1,-1,8,service,service,1.000000,0.010500,60.000000,51.000000,0.010500,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9365748 33.4212338, -111.9365803 33.4212521, -111.9365918 33.4212684, -111.9366084 33.4212813, -111.9366287 33.4212896, -111.9366510 33.4212927)",
583,583,0,383,378,-1,-1,8,service,service,1.000000,0.002410,60.000000,51.000000,0.002410,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9366510 33.4212927, -111.9366767 33.4212896)",
584,584,0,384,385,-1,-1,8,service,service,1.000000,0.038560,60.000000,51.000000,0.038560,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359545 33.4208800, -111.9359643 33.4212277)",
585,585,0,385,384,-1,-1,8,service,service,1.000000,0.038560,60.000000,51.000000,0.038560,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359643 33.4212277, -111.9359545 33.4208800)",
586,586,0,385,386,-1,-1,8,service,service,1.000000,0.054470,60.000000,51.000000,0.054470,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359643 33.4212277, -111.9359819 33.4212332, -111.9365490 33.4212337)",
587,587,0,386,385,-1,-1,8,service,service,1.000000,0.054470,60.000000,51.000000,0.054470,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9365490 33.4212337, -111.9359819 33.4212332, -111.9359643 33.4212277)",
588,588,0,386,382,-1,-1,8,service,service,1.000000,0.002400,60.000000,51.000000,0.002400,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9365490 33.4212337, -111.9365586 33.4212337, -111.9365748 33.4212338)",
589,589,0,382,386,-1,-1,8,service,service,1.000000,0.002400,60.000000,51.000000,0.002400,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9365748 33.4212338, -111.9365586 33.4212337, -111.9365490 33.4212337)",
590,590,0,384,387,-1,-1,8,service,service,1.000000,0.073200,60.000000,51.000000,0.073200,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359545 33.4208800, -111.9359230 33.4207998, -111.9359377 33.4207319, -111.9359416 33.4203876, -111.9359693 33.4203758, -111.9361320 33.4203750)",
591,591,0,387,384,-1,-1,8,service,service,1.000000,0.073200,60.000000,51.000000,0.073200,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9361320 33.4203750, -111.9359693 33.4203758, -111.9359416 33.4203876, -111.9359377 33.4207319, -111.9359230 33.4207998, -111.9359545 33.4208800)",
592,592,0,388,389,-1,-1,10,footway,footway,1.000000,0.010520,60.000000,51.000000,0.010520,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9355580 33.4189915, -111.9354448 33.4189912)",
593,593,0,389,390,-1,-1,10,footway,footway,1.000000,0.051640,60.000000,51.000000,0.051640,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9354448 33.4189912, -111.9353382 33.4189904, -111.9353297 33.4189947, -111.9353240 33.4190053, -111.9353140 33.4190146, -111.9353003 33.4190208, -111.9352861 33.4190224, -111.9352712 33.4190202, -111.9352571 33.4190139, -111.9352470 33.4190053, -111.9352385 33.4189948, -111.9352299 33.4189916, -111.9350584 33.4189912, -111.9350256 33.4189730, -111.9349263 33.4189725)",
594,594,0,390,391,-1,-1,10,footway,footway,1.000000,0.004680,60.000000,51.000000,0.004680,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349263 33.4189725, -111.9348760 33.4189728)",
599,595,0,397,398,-1,-1,10,footway,footway,1.000000,0.066140,60.000000,51.000000,0.066140,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9330599 33.4203010, -111.9330755 33.4203365, -111.9332223 33.4204406, -111.9334542 33.4205842, -111.9336015 33.4206791)",
600,596,0,398,399,-1,-1,10,footway,footway,1.000000,0.009000,60.000000,51.000000,0.009000,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9336015 33.4206791, -111.9336784 33.4207284)",
601,597,0,399,400,-1,-1,10,footway,footway,1.000000,0.008860,60.000000,51.000000,0.008860,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9336784 33.4207284, -111.9337533 33.4207778)",
